Customer_ID,Age,Age_Group,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Credit_Score,Annual_Income_Group,Credit_Score_Group,Number_of_Credit_Lines,Credit_Utilization_Ratio,Debt_To_Income_Ratio,Number_of_Late_Payments,Tenure_in_Years,Total_Transactions,Total_Transactions_Group,Defaulted,CLV,CLV_Group,Total_Transactions2,Avg_Transaction_Amount
CUST_07906,30,30 - 39,Female,Married,High School,Self-employed,68051,652,Upper Middle Income,Fair,7,0.03,0.5,3,4,78,Low Activity,1,32499,Low Value,22,431.4
CUST_07907,63,60 -69,Male,Married,Bachelor,Employed,68818,688,Upper Middle Income,Good,4,0.9,0.74,3,1,29,Very Low Activity,1,54180,Moderate Value,30,441.117
CUST_07908,35,30 - 39,Female,Single,PhD,Employed,68670,669,Upper Middle Income,Fair,2,0.78,0.96,1,24,194,Very High Activity,1,41447,Moderate Value,15,909.599
CUST_07909,58,50 - 59,Male,Divorced,High School,Employed,56148,621,Middle Income,Fair,5,0.72,0.79,2,25,65,Low Activity,0,60114,Moderate Value,18,699.618
CUST_07910,35,30 - 39,Male,Married,High School,Employed,99425,639,High Income,Fair,9,0.24,0.16,1,1,32,Very Low Activity,0,78508,High Value,29,569.211
CUST_07911,25,20 - 29,Female,Divorced,Master,Unemployed,23162,662,Low Income,Fair,9,0.99,0.42,1,29,39,Very Low Activity,1,8446,Very Low Value,12,360.354
CUST_07912,49,40 - 49,Female,Single,Bachelor,Unemployed,44886,678,Middle Income,Good,8,0.92,0.5,0,0,34,Very Low Activity,0,45646,Moderate Value,17,336.712
CUST_07913,39,30 - 39,Female,Married,Bachelor,Self-employed,63797,640,Upper Middle Income,Fair,5,0.49,0.7,3,23,70,Low Activity,1,94729,High Value,15,559.615
CUST_07914,30,30 - 39,Female,Married,Bachelor,Employed,49949,598,Middle Income,Fair,7,0.03,0.96,1,0,85,Moderate Activity,0,36656,Low Value,15,589.65
CUST_07915,32,30 - 39,Female,Married,High School,Unemployed,55867,644,Middle Income,Fair,1,0.51,0.29,0,25,159,High Activity,1,26986,Low Value,20,553.206
CUST_07916,24,20 - 29,Female,Single,Master,Employed,60659,632,Upper Middle Income,Fair,4,0.15,0.86,1,28,99,Moderate Activity,0,54685,Moderate Value,28,547.468
CUST_07917,51,50 - 59,Male,Single,Master,Employed,55568,664,Middle Income,Fair,7,0.59,0.07,0,8,136,High Activity,0,45825,Moderate Value,14,509.785
CUST_07918,38,30 - 39,Female,Married,Bachelor,Employed,39310,722,Middle Income,Good,3,0.99,0.87,1,3,52,Low Activity,1,61353,Moderate Value,17,384.995
CUST_07919,36,30 - 39,Female,Married,PhD,Employed,72414,709,Upper Middle Income,Good,4,0.76,0.69,1,8,32,Very Low Activity,1,84608,High Value,17,248.929
CUST_07920,60,60 -69,Male,Married,Bachelor,Employed,72513,643,Upper Middle Income,Fair,1,0.32,0.03,2,26,57,Low Activity,0,46763,Moderate Value,23,239.46
CUST_07921,56,50 - 59,Female,Single,Bachelor,Employed,83664,657,Upper Middle Income,Fair,8,0.39,0.61,1,5,63,Low Activity,0,54110,Moderate Value,16,467.342
CUST_07922,45,40 - 49,Female,Married,PhD,Employed,31741,584,Middle Income,Fair,2,0.94,0.93,1,24,64,Low Activity,1,50578,Moderate Value,23,628.874
CUST_07923,43,40 - 49,Female,Married,High School,Employed,71541,680,Upper Middle Income,Good,1,0.11,0.43,0,16,58,Low Activity,1,45821,Moderate Value,22,383.555
CUST_07924,32,30 - 39,Male,Single,High School,Employed,47051,660,Middle Income,Fair,3,0.89,0.12,2,23,195,Very High Activity,1,36347,Low Value,20,411.181
CUST_07925,54,50 - 59,Female,Single,High School,Self-employed,58161,675,Middle Income,Good,3,0.07,0.99,1,15,28,Very Low Activity,0,71571,High Value,13,216.205
CUST_07926,56,50 - 59,Male,Married,PhD,Employed,50222,608,Middle Income,Fair,7,0.41,0.42,2,11,68,Low Activity,0,53478,Moderate Value,20,444.552
CUST_07927,57,50 - 59,Male,Married,Bachelor,Self-employed,45636,654,Middle Income,Fair,2,0.75,0.53,0,23,79,Low Activity,0,37287,Low Value,18,426.963
CUST_07928,23,20 - 29,Female,Married,Bachelor,Self-employed,69325,621,Upper Middle Income,Fair,7,0.4,0.97,1,4,32,Very Low Activity,0,61380,Moderate Value,25,536.395
CUST_07929,29,20 - 29,Female,Married,High School,Employed,85195,700,Upper Middle Income,Good,1,0.57,0.58,0,23,44,Low Activity,1,18701,Low Value,24,488.859
CUST_07930,38,30 - 39,Male,Single,High School,Employed,89592,671,Upper Middle Income,Good,4,0.49,0.68,0,21,156,High Activity,0,42433,Moderate Value,25,419.836
CUST_07931,63,60 -69,Male,Divorced,High School,Employed,75535,709,Upper Middle Income,Good,8,0.6,0.71,1,25,120,High Activity,0,45744,Moderate Value,25,512.534
CUST_07932,55,50 - 59,Female,Divorced,PhD,Employed,43275,596,Middle Income,Fair,7,0.17,0.75,0,19,107,Moderate Activity,0,18646,Low Value,29,521.336
CUST_07933,54,50 - 59,Female,Single,Master,Self-employed,58051,643,Middle Income,Fair,5,0.58,0.8,0,27,173,Very High Activity,0,93126,High Value,14,640.762
CUST_07934,61,60 -69,Female,Married,PhD,Employed,59183,640,Middle Income,Fair,7,0.99,0.07,1,19,76,Low Activity,0,33133,Low Value,25,437.3
CUST_07935,34,30 - 39,Female,Married,Bachelor,Self-employed,67990,667,Upper Middle Income,Fair,9,0.19,0.93,1,28,60,Low Activity,0,47528,Moderate Value,25,490.95
CUST_07936,24,20 - 29,Male,Married,Bachelor,Employed,71022,661,Upper Middle Income,Fair,1,0.07,0.55,1,1,139,High Activity,1,41771,Moderate Value,20,364.942
CUST_07937,49,40 - 49,Male,Married,Bachelor,Self-employed,53043,654,Middle Income,Fair,2,0.39,0.53,0,24,195,Very High Activity,1,32080,Low Value,19,489.297
CUST_07938,61,60 -69,Male,Married,Master,Employed,78764,576,Upper Middle Income,Poor,1,0.37,0.84,0,18,182,Very High Activity,0,31572,Low Value,21,541.324
CUST_07939,65,60 -69,Male,Divorced,PhD,Self-employed,95300,598,High Income,Fair,5,0.13,0.31,1,21,181,Very High Activity,0,109188,Very High Value,25,384.81
CUST_07940,35,30 - 39,Male,Married,PhD,Self-employed,65372,633,Upper Middle Income,Fair,3,0.57,0.66,2,27,46,Low Activity,0,36900,Low Value,22,375.007
CUST_07941,48,40 - 49,Male,Single,Bachelor,Employed,51515,666,Middle Income,Fair,1,0.44,0.32,0,23,143,High Activity,0,25073,Low Value,21,561.285
CUST_07942,62,60 -69,Female,Married,High School,Employed,76118,724,Upper Middle Income,Good,1,0.84,0.76,0,25,164,Very High Activity,1,34556,Low Value,27,379.665
CUST_07943,36,30 - 39,Male,Single,Bachelor,Employed,76694,660,Upper Middle Income,Fair,7,0.42,0.43,1,14,75,Low Activity,0,46899,Moderate Value,24,475.297
CUST_07944,32,30 - 39,Female,Married,High School,Self-employed,70432,706,Upper Middle Income,Good,2,0.99,0.19,0,20,63,Low Activity,1,67136,Moderate Value,23,601.493
CUST_07945,25,20 - 29,Female,Married,High School,Employed,59947,631,Middle Income,Fair,9,0.78,0.91,3,28,65,Low Activity,1,81801,High Value,18,781.69
CUST_07946,54,50 - 59,Female,Single,High School,Employed,81082,577,Upper Middle Income,Poor,7,0.49,0.75,0,17,118,Moderate Activity,1,121182,Very High Value,23,346.571
CUST_07947,62,60 -69,Female,Single,Bachelor,Employed,45574,672,Middle Income,Good,1,0.55,0.01,1,11,37,Very Low Activity,0,26458,Low Value,27,419.918
CUST_07948,21,20 - 29,Female,Married,Bachelor,Employed,59028,649,Middle Income,Fair,1,0.87,0.06,0,2,32,Very Low Activity,1,33198,Low Value,16,346.061
CUST_07949,59,50 - 59,Male,Single,Bachelor,Employed,88562,629,Upper Middle Income,Fair,4,0.77,0.38,1,21,31,Very Low Activity,1,109075,Very High Value,17,456.744
CUST_07950,52,50 - 59,Male,Single,Bachelor,Employed,59678,570,Middle Income,Poor,3,0.66,0.78,0,21,198,Very High Activity,1,26618,Low Value,19,211.245
CUST_07951,46,40 - 49,Male,Married,High School,Employed,60409,547,Upper Middle Income,Poor,6,0.27,0.28,0,20,190,Very High Activity,1,89861,High Value,19,691.518
CUST_07952,37,30 - 39,Male,Divorced,Bachelor,Employed,63292,708,Upper Middle Income,Good,8,0.41,0.99,1,24,50,Low Activity,1,24135,Low Value,25,359.666
CUST_07953,68,60 -69,Female,Married,Bachelor,Employed,46352,618,Middle Income,Fair,7,0.79,0.92,0,28,92,Moderate Activity,0,42608,Moderate Value,22,345.04
CUST_07954,47,40 - 49,Female,Married,High School,Employed,42842,689,Middle Income,Good,1,0.63,0.86,0,18,51,Low Activity,0,21454,Low Value,17,504.921
CUST_07955,44,40 - 49,Female,Married,Master,Employed,51966,733,Middle Income,Good,6,0.96,0.01,0,17,150,High Activity,0,61634,Moderate Value,22,475.522
CUST_07956,55,50 - 59,Male,Single,Bachelor,Employed,57238,631,Middle Income,Fair,9,0.87,0.96,0,23,36,Very Low Activity,0,75283,High Value,21,466.945
CUST_07957,66,60 -69,Female,Married,Bachelor,Self-employed,77622,705,Upper Middle Income,Good,9,0.43,0.59,2,17,198,Very High Activity,0,89692,High Value,30,361.501
CUST_07958,62,60 -69,Male,Married,Bachelor,Employed,63938,674,Upper Middle Income,Good,2,0.29,0.59,1,11,83,Moderate Activity,0,32558,Low Value,20,493.815
CUST_07959,59,50 - 59,Female,Divorced,Bachelor,Employed,82771,704,Upper Middle Income,Good,8,0.12,0.1,0,28,85,Moderate Activity,0,47216,Moderate Value,26,328.034
CUST_07960,46,40 - 49,Male,Divorced,High School,Employed,68052,652,Upper Middle Income,Fair,4,0.41,0.61,0,14,52,Low Activity,0,87502,High Value,19,350.563
CUST_07961,69,60 -69,Male,Single,Master,Employed,72982,669,Upper Middle Income,Fair,3,0.23,0.53,2,16,65,Low Activity,0,29458,Low Value,14,672.68
CUST_07962,58,50 - 59,Male,Divorced,Bachelor,Employed,69483,685,Upper Middle Income,Good,7,0.02,0.54,1,15,50,Low Activity,0,125222,Very High Value,21,480.084
CUST_07963,43,40 - 49,Female,Divorced,High School,Unemployed,83834,573,Upper Middle Income,Poor,5,0.14,0.19,0,11,58,Low Activity,1,78244,High Value,18,463.297
CUST_07964,42,40 - 49,Male,Married,Bachelor,Employed,60888,635,Upper Middle Income,Fair,6,0.45,0.54,1,25,129,High Activity,0,28137,Low Value,23,546.817
CUST_07965,24,20 - 29,Male,Single,Bachelor,Employed,61393,575,Upper Middle Income,Poor,4,0.89,0.07,0,26,86,Moderate Activity,0,81264,High Value,17,388.431
CUST_07966,69,60 -69,Female,Married,High School,Self-employed,44067,643,Middle Income,Fair,9,0.32,0.02,0,23,30,Very Low Activity,0,11169,Low Value,25,488.576
CUST_07967,29,20 - 29,Female,Single,Master,Employed,73391,629,Upper Middle Income,Fair,3,0.44,0.21,2,18,69,Low Activity,1,88890,High Value,25,520.931
CUST_07968,24,20 - 29,Male,Married,Bachelor,Employed,52651,722,Middle Income,Good,5,0.38,0.8,0,16,118,Moderate Activity,0,9708,Very Low Value,26,464.256
CUST_07969,27,20 - 29,Female,Single,High School,Employed,70928,747,Upper Middle Income,Very Good,2,0.37,0.6,1,19,75,Low Activity,0,21897,Low Value,18,547.416
CUST_07970,43,40 - 49,Male,Married,Bachelor,Employed,62886,671,Upper Middle Income,Good,4,0.72,0.89,2,8,28,Very Low Activity,1,32620,Low Value,21,488.474
CUST_07971,22,20 - 29,Male,Divorced,Bachelor,Self-employed,42772,731,Middle Income,Good,7,0.51,0.39,0,0,79,Low Activity,0,15243,Low Value,30,299.309
CUST_07972,69,60 -69,Male,Single,High School,Employed,61451,658,Upper Middle Income,Fair,5,0.41,0.35,1,23,43,Low Activity,1,58539,Moderate Value,20,378.553
CUST_07973,44,40 - 49,Male,Married,Master,Employed,53578,615,Middle Income,Fair,6,0.94,0.7,1,12,75,Low Activity,1,80225,High Value,19,519.416
CUST_07974,60,60 -69,Female,Single,Master,Employed,38563,688,Middle Income,Good,5,0.28,0.41,3,10,75,Low Activity,1,28821,Low Value,30,510.842
CUST_07975,51,50 - 59,Female,Married,Master,Employed,65033,633,Upper Middle Income,Fair,7,0.83,0.38,3,28,97,Moderate Activity,0,42654,Moderate Value,21,442.911
CUST_07976,67,60 -69,Male,Married,Bachelor,Self-employed,85699,642,Upper Middle Income,Fair,9,0.52,0.47,1,0,135,High Activity,1,47347,Moderate Value,19,606.353
CUST_07977,51,50 - 59,Female,Single,Master,Employed,45375,677,Middle Income,Good,7,0.44,0.11,0,4,136,High Activity,1,38861,Low Value,20,512.399
CUST_07978,67,60 -69,Female,Married,Master,Unemployed,19835,626,Low Income,Fair,3,0.06,0.2,1,29,96,Moderate Activity,0,4402,Very Low Value,24,462.985
CUST_07979,60,60 -69,Male,Married,PhD,Employed,90581,751,High Income,Very Good,7,0.86,0.6,0,6,30,Very Low Activity,0,114295,Very High Value,15,576.296
CUST_07980,68,60 -69,Male,Single,PhD,Self-employed,35868,541,Middle Income,Poor,3,0.27,0.61,1,13,127,High Activity,0,14371,Low Value,27,601.319
CUST_07981,63,60 -69,Female,Married,Bachelor,Employed,86499,591,Upper Middle Income,Fair,4,0.68,0.59,0,8,177,Very High Activity,0,23932,Low Value,20,621.67
CUST_07982,54,50 - 59,Female,Married,High School,Employed,79807,659,Upper Middle Income,Fair,6,0.87,0.2,1,22,124,High Activity,1,82152,High Value,17,362.347
CUST_07983,44,40 - 49,Female,Single,High School,Unemployed,61249,664,Upper Middle Income,Fair,7,0.54,0.44,1,23,59,Low Activity,0,36140,Low Value,20,430.066
CUST_07984,69,60 -69,Female,Divorced,Bachelor,Employed,50373,644,Middle Income,Fair,8,0.64,0.92,0,16,192,Very High Activity,0,55773,Moderate Value,30,436.879
CUST_07985,46,40 - 49,Male,Married,Master,Self-employed,77135,647,Upper Middle Income,Fair,9,0.34,0.86,0,5,125,High Activity,1,117138,Very High Value,17,592.061
CUST_07986,36,30 - 39,Female,Single,Master,Employed,62440,586,Upper Middle Income,Fair,1,0.73,0.56,0,3,112,Moderate Activity,0,47675,Moderate Value,20,602.802
CUST_07987,67,60 -69,Male,Single,Master,Employed,87637,687,Upper Middle Income,Good,4,0.66,0.9,1,11,68,Low Activity,1,23815,Low Value,20,438.579
CUST_07988,33,30 - 39,Female,Married,Bachelor,Self-employed,68093,657,Upper Middle Income,Fair,3,0.44,0.68,1,8,134,High Activity,0,28220,Low Value,17,729.19
CUST_07989,35,30 - 39,Female,Married,High School,Self-employed,86595,649,Upper Middle Income,Fair,6,0.63,0.41,1,13,61,Low Activity,0,15233,Low Value,25,671.594
CUST_07990,47,40 - 49,Male,Married,High School,Self-employed,72085,683,Upper Middle Income,Good,6,0.26,0.78,1,26,133,High Activity,0,37280,Low Value,21,483.394
CUST_07991,24,20 - 29,Male,Married,Bachelor,Self-employed,79873,680,Upper Middle Income,Good,8,0.66,0.3,0,10,23,Very Low Activity,1,34929,Low Value,23,403.705
CUST_07992,36,30 - 39,Female,Married,Master,Employed,65468,609,Upper Middle Income,Fair,4,0.67,0.85,1,20,44,Low Activity,0,90970,High Value,12,499.969
CUST_07993,50,50 - 59,Male,Married,Master,Employed,59157,662,Middle Income,Fair,4,0.44,0.33,0,13,133,High Activity,0,22224,Low Value,17,596.639
CUST_07994,64,60 -69,Female,Married,Bachelor,Self-employed,53734,650,Middle Income,Fair,1,0.25,0.79,0,17,158,High Activity,0,88925,High Value,22,710.047
CUST_07995,50,50 - 59,Female,Divorced,PhD,Employed,46335,682,Middle Income,Good,3,0.8,0.28,1,26,154,High Activity,0,46204,Moderate Value,14,391.04
CUST_07996,56,50 - 59,Female,Divorced,High School,Unemployed,58306,706,Middle Income,Good,3,0.75,0.92,0,28,72,Low Activity,0,9207,Very Low Value,27,629.184
CUST_07997,23,20 - 29,Male,Married,Bachelor,Employed,44972,637,Middle Income,Fair,8,0.06,0.18,1,23,14,Very Low Activity,0,39316,Low Value,31,505.23
CUST_07998,42,40 - 49,Female,Married,High School,Employed,53876,682,Middle Income,Good,8,0.49,0.72,2,19,129,High Activity,0,41648,Moderate Value,25,539.178
CUST_07999,69,60 -69,Female,Single,High School,Employed,63500,658,Upper Middle Income,Fair,8,0.09,0.41,2,8,97,Moderate Activity,0,55121,Moderate Value,10,382.652
CUST_08000,42,40 - 49,Female,Single,PhD,Employed,67934,587,Upper Middle Income,Fair,9,0.32,0.02,1,25,64,Low Activity,0,81103,High Value,16,363.19
CUST_08001,69,60 -69,Female,Married,Master,Employed,80556,611,Upper Middle Income,Fair,8,0.42,0.33,2,19,58,Low Activity,1,74842,High Value,26,411.61
CUST_08002,32,30 - 39,Female,Married,High School,Employed,63810,612,Upper Middle Income,Fair,6,0.18,0.2,1,15,171,Very High Activity,0,47250,Moderate Value,21,379.071
CUST_08003,41,40 - 49,Female,Single,High School,Unemployed,67276,704,Upper Middle Income,Good,5,0.47,0.56,2,8,79,Low Activity,1,37839,Low Value,21,497.442
CUST_08004,24,20 - 29,Male,Married,High School,Employed,56844,590,Middle Income,Fair,4,0.71,0.26,0,15,187,Very High Activity,1,65511,Moderate Value,24,607.835
CUST_08005,51,50 - 59,Female,Divorced,High School,Employed,60114,572,Upper Middle Income,Poor,3,0.44,0.07,0,9,119,Moderate Activity,0,66237,Moderate Value,26,486.502
CUST_08006,64,60 -69,Male,Divorced,Bachelor,Self-employed,61152,694,Upper Middle Income,Good,7,0.23,0.95,3,6,52,Low Activity,0,19166,Low Value,15,499.119
CUST_08007,51,50 - 59,Male,Married,Bachelor,Self-employed,91540,660,High Income,Fair,9,0.41,0.85,2,18,162,Very High Activity,0,96900,High Value,20,501.735
CUST_08008,43,40 - 49,Male,Married,Bachelor,Employed,66349,635,Upper Middle Income,Fair,1,0.59,0.05,2,6,55,Low Activity,0,33383,Low Value,18,647.783
CUST_08009,40,40 - 49,Female,Single,High School,Self-employed,42132,556,Middle Income,Poor,2,0.94,0.27,0,19,157,High Activity,0,69574,Moderate Value,19,552.508
CUST_08010,35,30 - 39,Female,Married,High School,Employed,63490,558,Upper Middle Income,Poor,8,0.5,0.63,2,15,11,Very Low Activity,0,27252,Low Value,21,631.482
CUST_08011,43,40 - 49,Female,Divorced,Bachelor,Unemployed,47290,526,Middle Income,Poor,4,0.89,0.32,4,23,175,Very High Activity,0,23101,Low Value,19,607.211
CUST_08012,48,40 - 49,Male,Married,Master,Self-employed,50244,607,Middle Income,Fair,8,0.98,0.28,1,5,100,Moderate Activity,0,45623,Moderate Value,19,375.814
CUST_08013,36,30 - 39,Male,Married,PhD,Employed,60777,765,Upper Middle Income,Very Good,6,0.56,0.6,2,7,63,Low Activity,0,56869,Moderate Value,15,657.533
CUST_08014,57,50 - 59,Male,Single,High School,Self-employed,66676,661,Upper Middle Income,Fair,1,0.15,0.19,0,15,125,High Activity,1,39803,Low Value,11,618.331
CUST_08015,41,40 - 49,Female,Married,Bachelor,Unemployed,65742,671,Upper Middle Income,Good,6,0.88,0.65,1,24,146,High Activity,0,63830,Moderate Value,22,447.227
CUST_08016,35,30 - 39,Male,Married,High School,Employed,49918,646,Middle Income,Fair,1,0.86,0.09,1,3,29,Very Low Activity,1,47231,Moderate Value,25,629.649
CUST_08017,37,30 - 39,Male,Married,High School,Employed,36977,583,Middle Income,Fair,8,0.87,0.32,2,6,49,Low Activity,0,52582,Moderate Value,12,476.716
CUST_08018,57,50 - 59,Male,Single,High School,Employed,58059,626,Middle Income,Fair,1,0.95,0.12,2,14,53,Low Activity,0,19304,Low Value,19,584.811
CUST_08019,33,30 - 39,Female,Married,PhD,Employed,59029,706,Middle Income,Good,5,0.28,0.3,2,7,48,Low Activity,0,20903,Low Value,21,672.029
CUST_08020,39,30 - 39,Female,Single,Master,Self-employed,58673,670,Middle Income,Good,6,0.33,0.68,2,17,159,High Activity,0,12331,Low Value,14,584.214
CUST_08021,50,50 - 59,Female,Married,High School,Employed,63197,529,Upper Middle Income,Poor,8,0.69,0.76,0,3,67,Low Activity,0,38822,Low Value,16,568.696
CUST_08022,65,60 -69,Male,Married,Bachelor,Employed,53607,737,Middle Income,Good,4,0.56,0.15,3,23,184,Very High Activity,1,33102,Low Value,32,548.832
CUST_08023,38,30 - 39,Male,Married,Bachelor,Self-employed,73710,645,Upper Middle Income,Fair,3,0.87,0.75,1,1,64,Low Activity,1,16108,Low Value,16,581.294
CUST_08024,34,30 - 39,Male,Married,High School,Unemployed,70078,611,Upper Middle Income,Fair,5,0.25,0.08,2,13,135,High Activity,0,61147,Moderate Value,26,502.484
CUST_08025,56,50 - 59,Male,Married,Bachelor,Self-employed,72342,635,Upper Middle Income,Fair,8,0.66,0.22,1,27,102,Moderate Activity,0,8032,Very Low Value,16,465.663
CUST_08026,56,50 - 59,Male,Single,Bachelor,Employed,82004,627,Upper Middle Income,Fair,8,0.94,0.5,1,21,162,Very High Activity,0,43323,Moderate Value,15,714.131
CUST_08027,40,40 - 49,Male,Single,Bachelor,Employed,67123,614,Upper Middle Income,Fair,5,0.22,0.97,0,1,195,Very High Activity,0,19698,Low Value,21,514.465
CUST_08028,39,30 - 39,Male,Divorced,Master,Employed,60804,677,Upper Middle Income,Good,9,0.31,0.97,0,19,127,High Activity,0,29230,Low Value,21,428.972
CUST_08029,65,60 -69,Male,Single,Bachelor,Employed,58497,608,Middle Income,Fair,2,0.41,0.48,0,3,157,High Activity,0,38020,Low Value,22,379.182
CUST_08030,64,60 -69,Male,Single,High School,Employed,70548,606,Upper Middle Income,Fair,4,0.09,0.8,1,19,190,Very High Activity,1,109435,Very High Value,19,426.685
CUST_08031,27,20 - 29,Female,Single,Bachelor,Self-employed,61153,656,Upper Middle Income,Fair,1,0.18,0.55,0,1,122,High Activity,0,69719,Moderate Value,16,399.527
CUST_08032,64,60 -69,Female,Single,High School,Employed,32542,667,Middle Income,Fair,8,0.38,0.75,4,17,129,High Activity,1,26968,Low Value,22,411.926
CUST_08033,24,20 - 29,Female,Married,Bachelor,Employed,51083,685,Middle Income,Good,2,0.07,0.65,2,17,164,Very High Activity,0,21986,Low Value,29,697.937
CUST_08034,54,50 - 59,Male,Married,Bachelor,Employed,82155,682,Upper Middle Income,Good,8,0.36,0.7,0,15,162,Very High Activity,0,57961,Moderate Value,13,629.205
CUST_08035,22,20 - 29,Male,Divorced,Master,Self-employed,32122,657,Middle Income,Fair,8,0.24,0.44,2,22,184,Very High Activity,0,11355,Low Value,14,394.004
CUST_08036,25,20 - 29,Female,Married,Master,Employed,65156,561,Upper Middle Income,Poor,8,0.86,0.83,1,14,21,Very Low Activity,1,25828,Low Value,22,739.911
CUST_08037,30,30 - 39,Male,Single,Master,Employed,68219,712,Upper Middle Income,Good,6,0.61,0.45,0,16,155,High Activity,0,32241,Low Value,13,432.876
CUST_08038,52,50 - 59,Female,Married,Bachelor,Employed,58700,699,Middle Income,Good,8,0.9,0.71,3,19,94,Moderate Activity,0,57230,Moderate Value,23,594.468
CUST_08039,62,60 -69,Female,Married,Bachelor,Employed,49895,663,Middle Income,Fair,4,0.2,0.87,0,25,60,Low Activity,0,33131,Low Value,27,527.456
CUST_08040,61,60 -69,Female,Married,Master,Self-employed,44098,639,Middle Income,Fair,6,0.08,0.66,5,6,52,Low Activity,0,8599,Very Low Value,17,589.836
CUST_08041,33,30 - 39,Female,Married,High School,Employed,62844,620,Upper Middle Income,Fair,2,0.35,0.51,1,21,40,Low Activity,1,44290,Moderate Value,20,473.1
CUST_08042,59,50 - 59,Female,Single,Bachelor,Employed,55341,689,Middle Income,Good,7,0.06,0.53,0,18,155,High Activity,0,19392,Low Value,17,465.44
CUST_08043,25,20 - 29,Female,Married,High School,Self-employed,83140,558,Upper Middle Income,Poor,1,0.88,0.71,4,23,179,Very High Activity,1,52995,Moderate Value,14,412.686
CUST_08044,30,30 - 39,Male,Married,Bachelor,Employed,67175,669,Upper Middle Income,Fair,9,0.19,0.09,1,10,89,Moderate Activity,0,24684,Low Value,22,542.255
CUST_08045,30,30 - 39,Male,Married,Master,Employed,54078,677,Middle Income,Good,2,0.14,0.64,0,15,102,Moderate Activity,0,25891,Low Value,21,512.029
CUST_08046,58,50 - 59,Male,Single,High School,Employed,64463,540,Upper Middle Income,Poor,7,0.79,0.37,0,0,148,High Activity,1,47059,Moderate Value,15,411.223
CUST_08047,47,40 - 49,Male,Married,Master,Employed,49848,745,Middle Income,Very Good,6,0.71,0.14,4,3,76,Low Activity,1,21115,Low Value,21,715.295
CUST_08048,41,40 - 49,Male,Single,Bachelor,Self-employed,57241,767,Middle Income,Very Good,2,0.06,0.91,3,27,81,Moderate Activity,0,18215,Low Value,20,322.409
CUST_08049,28,20 - 29,Male,Single,PhD,Employed,33294,756,Middle Income,Very Good,6,0.51,0.5,0,12,50,Low Activity,1,34624,Low Value,32,541.778
CUST_08050,21,20 - 29,Female,Single,Bachelor,Employed,54624,684,Middle Income,Good,3,0.45,0.46,0,10,128,High Activity,1,59822,Moderate Value,21,742.995
CUST_08051,48,40 - 49,Male,Single,PhD,Employed,68174,742,Upper Middle Income,Very Good,1,0.39,0.54,0,21,188,Very High Activity,0,45557,Moderate Value,21,507.608
CUST_08052,69,60 -69,Male,Married,High School,Unemployed,57472,636,Middle Income,Fair,9,0.13,0.62,1,5,63,Low Activity,0,49304,Moderate Value,27,481.517
CUST_08053,59,50 - 59,Male,Single,PhD,Self-employed,73391,766,Upper Middle Income,Very Good,7,0.79,0.19,1,26,199,Very High Activity,1,46512,Moderate Value,14,406.126
CUST_08054,34,30 - 39,Female,Single,Bachelor,Unemployed,78989,658,Upper Middle Income,Fair,9,0.24,0.63,4,29,92,Moderate Activity,0,40497,Moderate Value,18,452.936
CUST_08055,41,40 - 49,Male,Single,Bachelor,Employed,70767,548,Upper Middle Income,Poor,4,0.46,0.35,1,19,163,Very High Activity,1,54012,Moderate Value,17,674.125
CUST_08056,50,50 - 59,Female,Single,High School,Self-employed,89857,613,Upper Middle Income,Fair,7,0.88,0.71,0,25,184,Very High Activity,1,100415,Very High Value,26,491.999
CUST_08057,41,40 - 49,Female,Married,Master,Employed,75527,669,Upper Middle Income,Fair,2,0.32,0.77,1,4,156,High Activity,0,29160,Low Value,31,473.861
CUST_08058,69,60 -69,Female,Single,PhD,Employed,60527,659,Upper Middle Income,Fair,1,0.04,0.01,0,1,169,Very High Activity,1,109003,Very High Value,18,512.107
CUST_08059,29,20 - 29,Male,Single,Master,Self-employed,56954,591,Middle Income,Fair,8,0.89,0.72,1,17,109,Moderate Activity,1,50568,Moderate Value,23,511.638
CUST_08060,37,30 - 39,Male,Married,Bachelor,Self-employed,53880,715,Middle Income,Good,7,0.49,0.35,0,27,119,Moderate Activity,0,63305,Moderate Value,10,715.311
CUST_08061,25,20 - 29,Female,Single,Bachelor,Self-employed,49364,705,Middle Income,Good,5,0.5,0.3,1,8,79,Low Activity,1,27352,Low Value,24,342.623
CUST_08062,51,50 - 59,Male,Single,Bachelor,Self-employed,64973,616,Upper Middle Income,Fair,4,0.55,0.37,0,5,165,Very High Activity,1,57820,Moderate Value,22,422.669
CUST_08063,60,60 -69,Male,Married,Bachelor,Unemployed,54522,555,Middle Income,Poor,2,0.18,0.58,1,27,89,Moderate Activity,0,8347,Very Low Value,20,453.717
CUST_08064,58,50 - 59,Male,Married,Bachelor,Employed,39879,683,Middle Income,Good,6,0.71,0.11,0,25,188,Very High Activity,0,60260,Moderate Value,22,466.415
CUST_08065,63,60 -69,Female,Married,Master,Employed,71970,625,Upper Middle Income,Fair,5,0.23,0.7,1,5,175,Very High Activity,1,35713,Low Value,23,275.639
CUST_08066,39,30 - 39,Male,Married,Master,Employed,51278,621,Middle Income,Fair,9,0.3,0.45,1,3,68,Low Activity,0,24226,Low Value,20,443.54
